Table_ref,Collection_Year,Parent_Org_Code,Parent_Org_Name,Org_Code,Org_Name,Clinic_Name,Unit,Indicator,Value
26a,2019-20,R1,North East,R0B,South Tyneside and Sunderland NHS Foundation Trust,South Tyneside District Hospital,%,Sev_inv_dys_<2wks_wait_All_Ages,-2.0000000000000000000
26a,2019-20,R1,North East,R0B,South Tyneside and Sunderland NHS Foundation Trust,South Tyneside District Hospital,Number,Gland_neo_number_cases_All_Ages,1
26a,2019-20,R1,North East,R0B,South Tyneside and Sunderland NHS Foundation Trust,South Tyneside District Hospital,%,Gland_neo_<2wks_wait_All_Ages,100.0000000000000000000
26a,2019-20,R1,North East,R0B,South Tyneside and Sunderland NHS Foundation Trust,South Tyneside District Hospital,Number,Appointments_Colposcopy_All_Ages,404
26a,2019-20,R1,North East,R0B,South Tyneside and Sunderland NHS Foundation Trust,South Tyneside District Hospital,%,Attended_Colposcopy_All_Ages,78.4653465346535000000
26a,2019-20,R1,North East,R0B,South Tyneside and Sunderland NHS Foundation Trust,South Tyneside District Hospital,%,DNA_Colposcopy_All_Ages,7.4257425742574300000
26a,2019-20,R1,North East,R0B,South Tyneside and Sunderland NHS Foundation Trust,Sunderland Royal Hospital,Number,Total_referrals_All_Ages,1249
26a,2019-20,R1,North East,R0B,South Tyneside and Sunderland NHS Foundation Trust,Sunderland Royal Hospital,%,Clinical_Indication_All_Ages,18.2546036829464000000
26a,2019-20,R1,North East,R0B,South Tyneside and Sunderland NHS Foundation Trust,Sunderland Royal Hospital,Number,Mod_sev_dys_number_cases_All_Ages,295
26a,2019-20,R1,North East,R0B,South Tyneside and Sunderland NHS Foundation Trust,Sunderland Royal Hospital,%,Mod_sev_dys_<4wks_wait_All_Ages,100.0000000000000000000
26a,2019-20,R1,North East,R0B,South Tyneside and Sunderland NHS Foundation Trust,Sunderland Royal Hospital,Number,Sev_Inv_dys_number_cases_All_Ages,5
26a,2019-20,R1,North East,R0B,South Tyneside and Sunderland NHS Foundation Trust,Sunderland Royal Hospital,%,Sev_inv_dys_<2wks_wait_All_Ages,100.0000000000000000000
26a,2019-20,R1,North East,R0B,South Tyneside and Sunderland NHS Foundation Trust,Sunderland Royal Hospital,Number,Gland_neo_number_cases_All_Ages,9
26a,2019-20,R1,North East,R0B,South Tyneside and Sunderland NHS Foundation Trust,Sunderland Royal Hospital,%,Gland_neo_<2wks_wait_All_Ages,100.0000000000000000000
26a,2019-20,R1,North East,R0B,South Tyneside and Sunderland NHS Foundation Trust,Sunderland Royal Hospital,Number,Appointments_Colposcopy_All_Ages,2276
26a,2019-20,R1,North East,R0B,South Tyneside and Sunderland NHS Foundation Trust,Sunderland Royal Hospital,%,Attended_Colposcopy_All_Ages,81.2390158172232000000
26a,2019-20,R1,North East,R0B,South Tyneside and Sunderland NHS Foundation Trust,Sunderland Royal Hospital,%,DNA_Colposcopy_All_Ages,7.6449912126537800000
26a,2019-20,R1,North East,RR7,Gateshead Health NHS Foundation Trust,Queen Elizabeth Hospital,Number,Total_referrals_All_Ages,1094
26a,2019-20,R1,North East,RR7,Gateshead Health NHS Foundation Trust,Queen Elizabeth Hospital,%,Clinical_Indication_All_Ages,12.5228519195612000000
26a,2019-20,R1,North East,RR7,Gateshead Health NHS Foundation Trust,Queen Elizabeth Hospital,Number,Mod_sev_dys_number_cases_All_Ages,252
26a,2019-20,R1,North East,RR7,Gateshead Health NHS Foundation Trust,Queen Elizabeth Hospital,%,Mod_sev_dys_<4wks_wait_All_Ages,100.0000000000000000000
26a,2019-20,R1,North East,RR7,Gateshead Health NHS Foundation Trust,Queen Elizabeth Hospital,Number,Sev_Inv_dys_number_cases_All_Ages,4
26a,2019-20,R1,North East,RR7,Gateshead Health NHS Foundation Trust,Queen Elizabeth Hospital,%,Sev_inv_dys_<2wks_wait_All_Ages,100.0000000000000000000
26a,2019-20,R1,North East,RR7,Gateshead Health NHS Foundation Trust,Queen Elizabeth Hospital,Number,Gland_neo_number_cases_All_Ages,12
26a,2019-20,R1,North East,RR7,Gateshead Health NHS Foundation Trust,Queen Elizabeth Hospital,%,Gland_neo_<2wks_wait_All_Ages,100.0000000000000000000
26a,2019-20,R1,North East,RR7,Gateshead Health NHS Foundation Trust,Queen Elizabeth Hospital,Number,Appointments_Colposcopy_All_Ages,2087
26a,2019-20,R1,North East,RR7,Gateshead Health NHS Foundation Trust,Queen Elizabeth Hospital,%,Attended_Colposcopy_All_Ages,78.3421178725443000000
26a,2019-20,R1,North East,RR7,Gateshead Health NHS Foundation Trust,Queen Elizabeth Hospital,%,DNA_Colposcopy_All_Ages,10.8289410637278000000
26a,2019-20,R1,North East,RTD,The Newcastle Upon Tyne Hospitals NHS Foundation Trust,Royal Victoria Infirmary,Number,Total_referrals_All_Ages,1102
26a,2019-20,R1,North East,RTD,The Newcastle Upon Tyne Hospitals NHS Foundation Trust,Royal Victoria Infirmary,%,Clinical_Indication_All_Ages,27.9491833030853000000
26a,2019-20,R1,North East,RTD,The Newcastle Upon Tyne Hospitals NHS Foundation Trust,Royal Victoria Infirmary,Number,Mod_sev_dys_number_cases_All_Ages,135
26a,2019-20,R1,North East,RTD,The Newcastle Upon Tyne Hospitals NHS Foundation Trust,Royal Victoria Infirmary,%,Mod_sev_dys_<4wks_wait_All_Ages,100.0000000000000000000
26a,2019-20,R1,North East,RTD,The Newcastle Upon Tyne Hospitals NHS Foundation Trust,Royal Victoria Infirmary,Number,Sev_Inv_dys_number_cases_All_Ages,5
26a,2019-20,R1,North East,RTD,The Newcastle Upon Tyne Hospitals NHS Foundation Trust,Royal Victoria Infirmary,%,Sev_inv_dys_<2wks_wait_All_Ages,100.0000000000000000000
26a,2019-20,R1,North East,RTD,The Newcastle Upon Tyne Hospitals NHS Foundation Trust,Royal Victoria Infirmary,Number,Gland_neo_number_cases_All_Ages,6
26a,2019-20,R1,North East,RTD,The Newcastle Upon Tyne Hospitals NHS Foundation Trust,Royal Victoria Infirmary,%,Gland_neo_<2wks_wait_All_Ages,100.0000000000000000000
26a,2019-20,R1,North East,RTD,The Newcastle Upon Tyne Hospitals NHS Foundation Trust,Royal Victoria Infirmary,Number,Appointments_Colposcopy_All_Ages,1880
26a,2019-20,R1,North East,RTD,The Newcastle Upon Tyne Hospitals NHS Foundation Trust,Royal Victoria Infirmary,%,Attended_Colposcopy_All_Ages,91.0638297872340000000
26a,2019-20,R1,North East,RTD,The Newcastle Upon Tyne Hospitals NHS Foundation Trust,Royal Victoria Infirmary,%,DNA_Colposcopy_All_Ages,5.4787234042553200000
26a,2019-20,R1,North East,RTF,Northumbria Healthcare NHS Foundation Trust,Hexham General Hospital,Number,Total_referrals_All_Ages,131
26a,2019-20,R1,North East,RTF,Northumbria Healthcare NHS Foundation Trust,Hexham General Hospital,%,Clinical_Indication_All_Ages,12.9770992366412000000
26a,2019-20,R1,North East,RTF,Northumbria Healthcare NHS Foundation Trust,Hexham General Hospital,Number,Mod_sev_dys_number_cases_All_Ages,20
26a,2019-20,R1,North East,RTF,Northumbria Healthcare NHS Foundation Trust,Hexham General Hospital,%,Mod_sev_dys_<4wks_wait_All_Ages,100.0000000000000000000
26a,2019-20,R1,North East,RTF,Northumbria Healthcare NHS Foundation Trust,Hexham General Hospital,Number,Sev_Inv_dys_number_cases_All_Ages,0
26a,2019-20,R1,North East,RTF,Northumbria Healthcare NHS Foundation Trust,Hexham General Hospital,%,Sev_inv_dys_<2wks_wait_All_Ages,-2.0000000000000000000
26a,2019-20,R1,North East,RTF,Northumbria Healthcare NHS Foundation Trust,Hexham General Hospital,Number,Gland_neo_number_cases_All_Ages,2
26a,2019-20,R1,North East,RTF,Northumbria Healthcare NHS Foundation Trust,Hexham General Hospital,%,Gland_neo_<2wks_wait_All_Ages,100.0000000000000000000
26a,2019-20,R1,North East,RTF,Northumbria Healthcare NHS Foundation Trust,Hexham General Hospital,Number,Appointments_Colposcopy_All_Ages,386
26a,2019-20,R1,North East,RTF,Northumbria Healthcare NHS Foundation Trust,Hexham General Hospital,%,Attended_Colposcopy_All_Ages,65.2849740932643000000
26a,2019-20,R1,North East,RTF,Northumbria Healthcare NHS Foundation Trust,Hexham General Hospital,%,DNA_Colposcopy_All_Ages,8.5492227979274600000
26a,2019-20,R1,North East,RTF,Northumbria Healthcare NHS Foundation Trust,North Tyneside General Hospital,Number,Total_referrals_All_Ages,520
26a,2019-20,R1,North East,RTF,Northumbria Healthcare NHS Foundation Trust,North Tyneside General Hospital,%,Clinical_Indication_All_Ages,11.5384615384615000000
26a,2019-20,R1,North East,RTF,Northumbria Healthcare NHS Foundation Trust,North Tyneside General Hospital,Number,Mod_sev_dys_number_cases_All_Ages,118
26a,2019-20,R1,North East,RTF,Northumbria Healthcare NHS Foundation Trust,North Tyneside General Hospital,%,Mod_sev_dys_<4wks_wait_All_Ages,100.0000000000000000000
26a,2019-20,R1,North East,RTF,Northumbria Healthcare NHS Foundation Trust,North Tyneside General Hospital,Number,Sev_Inv_dys_number_cases_All_Ages,1
26a,2019-20,R1,North East,RTF,Northumbria Healthcare NHS Foundation Trust,North Tyneside General Hospital,%,Sev_inv_dys_<2wks_wait_All_Ages,100.0000000000000000000
26a,2019-20,R1,North East,RTF,Northumbria Healthcare NHS Foundation Trust,North Tyneside General Hospital,Number,Gland_neo_number_cases_All_Ages,8
26a,2019-20,R1,North East,RTF,Northumbria Healthcare NHS Foundation Trust,North Tyneside General Hospital,%,Gland_neo_<2wks_wait_All_Ages,100.0000000000000000000
26a,2019-20,R1,North East,RTF,Northumbria Healthcare NHS Foundation Trust,North Tyneside General Hospital,Number,Appointments_Colposcopy_All_Ages,1318
26a,2019-20,R1,North East,RTF,Northumbria Healthcare NHS Foundation Trust,North Tyneside General Hospital,%,Attended_Colposcopy_All_Ages,72.8376327769347000000
26a,2019-20,R1,North East,RTF,Northumbria Healthcare NHS Foundation Trust,North Tyneside General Hospital,%,DNA_Colposcopy_All_Ages,10.0151745068285000000
26a,2019-20,R1,North East,RTF,Northumbria Healthcare NHS Foundation Trust,Wansbeck General Hospital,Number,Total_referrals_All_Ages,669
26a,2019-20,R1,North East,RTF,Northumbria Healthcare NHS Foundation Trust,Wansbeck General Hospital,%,Clinical_Indication_All_Ages,7.9222720478325900000
26a,2019-20,R1,North East,RTF,Northumbria Healthcare NHS Foundation Trust,Wansbeck General Hospital,Number,Mod_sev_dys_number_cases_All_Ages,204
26a,2019-20,R1,North East,RTF,Northumbria Healthcare NHS Foundation Trust,Wansbeck General Hospital,%,Mod_sev_dys_<4wks_wait_All_Ages,100.0000000000000000000
26a,2019-20,R1,North East,RTF,Northumbria Healthcare NHS Foundation Trust,Wansbeck General Hospital,Number,Sev_Inv_dys_number_cases_All_Ages,2
26a,2019-20,R1,North East,RTF,Northumbria Healthcare NHS Foundation Trust,Wansbeck General Hospital,%,Sev_inv_dys_<2wks_wait_All_Ages,100.0000000000000000000
26a,2019-20,R1,North East,RTF,Northumbria Healthcare NHS Foundation Trust,Wansbeck General Hospital,Number,Gland_neo_number_cases_All_Ages,4
26a,2019-20,R1,North East,RTF,Northumbria Healthcare NHS Foundation Trust,Wansbeck General Hospital,%,Gland_neo_<2wks_wait_All_Ages,75.0000000000000000000
26a,2019-20,R1,North East,RTF,Northumbria Healthcare NHS Foundation Trust,Wansbeck General Hospital,Number,Appointments_Colposcopy_All_Ages,1722
26a,2019-20,R1,North East,RTF,Northumbria Healthcare NHS Foundation Trust,Wansbeck General Hospital,%,Attended_Colposcopy_All_Ages,69.3379790940767000000
26a,2019-20,R1,North East,RTF,Northumbria Healthcare NHS Foundation Trust,Wansbeck General Hospital,%,DNA_Colposcopy_All_Ages,7.8397212543554000000
26a,2019-20,R1,North East,RTR,South Tees Hospitals NHS Foundation Trust,Friarage Hospital,Number,Total_referrals_All_Ages,204
26a,2019-20,R1,North East,RTR,South Tees Hospitals NHS Foundation Trust,Friarage Hospital,%,Clinical_Indication_All_Ages,3.4313725490196100000
26a,2019-20,R1,North East,RTR,South Tees Hospitals NHS Foundation Trust,Friarage Hospital,Number,Mod_sev_dys_number_cases_All_Ages,48
26a,2019-20,R1,North East,RTR,South Tees Hospitals NHS Foundation Trust,Friarage Hospital,%,Mod_sev_dys_<4wks_wait_All_Ages,100.0000000000000000000
26a,2019-20,R1,North East,RTR,South Tees Hospitals NHS Foundation Trust,Friarage Hospital,Number,Sev_Inv_dys_number_cases_All_Ages,0
26a,2019-20,R1,North East,RTR,South Tees Hospitals NHS Foundation Trust,Friarage Hospital,%,Sev_inv_dys_<2wks_wait_All_Ages,-2.0000000000000000000
26a,2019-20,R1,North East,RTR,South Tees Hospitals NHS Foundation Trust,Friarage Hospital,Number,Gland_neo_number_cases_All_Ages,2
26a,2019-20,R1,North East,RTR,South Tees Hospitals NHS Foundation Trust,Friarage Hospital,%,Gland_neo_<2wks_wait_All_Ages,100.0000000000000000000
26a,2019-20,R1,North East,RTR,South Tees Hospitals NHS Foundation Trust,Friarage Hospital,Number,Appointments_Colposcopy_All_Ages,370
26a,2019-20,R1,North East,RTR,South Tees Hospitals NHS Foundation Trust,Friarage Hospital,%,Attended_Colposcopy_All_Ages,84.5945945945946000000
26a,2019-20,R1,North East,RTR,South Tees Hospitals NHS Foundation Trust,Friarage Hospital,%,DNA_Colposcopy_All_Ages,6.4864864864864900000
26a,2019-20,R1,North East,RTR,South Tees Hospitals NHS Foundation Trust,James Cook University Hospital,Number,Total_referrals_All_Ages,714
26a,2019-20,R1,North East,RTR,South Tees Hospitals NHS Foundation Trust,James Cook University Hospital,%,Clinical_Indication_All_Ages,3.2212885154061600000
26a,2019-20,R1,North East,RTR,South Tees Hospitals NHS Foundation Trust,James Cook University Hospital,Number,Mod_sev_dys_number_cases_All_Ages,196
26a,2019-20,R1,North East,RTR,South Tees Hospitals NHS Foundation Trust,James Cook University Hospital,%,Mod_sev_dys_<4wks_wait_All_Ages,100.0000000000000000000
26a,2019-20,R1,North East,RTR,South Tees Hospitals NHS Foundation Trust,James Cook University Hospital,Number,Sev_Inv_dys_number_cases_All_Ages,3
26a,2019-20,R1,North East,RTR,South Tees Hospitals NHS Foundation Trust,James Cook University Hospital,%,Sev_inv_dys_<2wks_wait_All_Ages,100.0000000000000000000
26a,2019-20,R1,North East,RTR,South Tees Hospitals NHS Foundation Trust,James Cook University Hospital,Number,Gland_neo_number_cases_All_Ages,13
26a,2019-20,R1,North East,RTR,South Tees Hospitals NHS Foundation Trust,James Cook University Hospital,%,Gland_neo_<2wks_wait_All_Ages,100.0000000000000000000
26a,2019-20,R1,North East,RTR,South Tees Hospitals NHS Foundation Trust,James Cook University Hospital,Number,Appointments_Colposcopy_All_Ages,1442
26a,2019-20,R1,North East,RTR,South Tees Hospitals NHS Foundation Trust,James Cook University Hospital,%,Attended_Colposcopy_All_Ages,77.3231622746186000000
26a,2019-20,R1,North East,RTR,South Tees Hospitals NHS Foundation Trust,James Cook University Hospital,%,DNA_Colposcopy_All_Ages,9.9861303744798900000
26a,2019-20,R1,North East,RVW,North Tees and Hartlepool NHS Foundation Trust,University Hospital of Hartlepool,Number,Total_referrals_All_Ages,417
26a,2019-20,R1,North East,RVW,North Tees and Hartlepool NHS Foundation Trust,University Hospital of Hartlepool,%,Clinical_Indication_All_Ages,19.6642685851319000000
26a,2019-20,R1,North East,RVW,North Tees and Hartlepool NHS Foundation Trust,University Hospital of Hartlepool,Number,Mod_sev_dys_number_cases_All_Ages,100
26a,2019-20,R1,North East,RVW,North Tees and Hartlepool NHS Foundation Trust,University Hospital of Hartlepool,%,Mod_sev_dys_<4wks_wait_All_Ages,97.0000000000000000000
26a,2019-20,R1,North East,RVW,North Tees and Hartlepool NHS Foundation Trust,University Hospital of Hartlepool,Number,Sev_Inv_dys_number_cases_All_Ages,1
26a,2019-20,R1,North East,RVW,North Tees and Hartlepool NHS Foundation Trust,University Hospital of Hartlepool,%,Sev_inv_dys_<2wks_wait_All_Ages,100.0000000000000000000
26a,2019-20,R1,North East,RVW,North Tees and Hartlepool NHS Foundation Trust,University Hospital of Hartlepool,Number,Gland_neo_number_cases_All_Ages,1
26a,2019-20,R1,North East,RVW,North Tees and Hartlepool NHS Foundation Trust,University Hospital of Hartlepool,%,Gland_neo_<2wks_wait_All_Ages,100.0000000000000000000
26a,2019-20,R1,North East,RVW,North Tees and Hartlepool NHS Foundation Trust,University Hospital of Hartlepool,Number,Appointments_Colposcopy_All_Ages,665
26a,2019-20,R1,North East,RVW,North Tees and Hartlepool NHS Foundation Trust,University Hospital of Hartlepool,%,Attended_Colposcopy_All_Ages,90.0751879699248000000
26a,2019-20,R1,North East,RVW,North Tees and Hartlepool NHS Foundation Trust,University Hospital of Hartlepool,%,DNA_Colposcopy_All_Ages,2.2556390977443600000
26a,2019-20,R1,North East,RVW,North Tees and Hartlepool NHS Foundation Trust,University Hospital of North Tees,Number,Total_referrals_All_Ages,187
26a,2019-20,R1,North East,RVW,North Tees and Hartlepool NHS Foundation Trust,University Hospital of North Tees,%,Clinical_Indication_All_Ages,21.3903743315508000000
26a,2019-20,R1,North East,RVW,North Tees and Hartlepool NHS Foundation Trust,University Hospital of North Tees,Number,Mod_sev_dys_number_cases_All_Ages,38
26a,2019-20,R1,North East,RVW,North Tees and Hartlepool NHS Foundation Trust,University Hospital of North Tees,%,Mod_sev_dys_<4wks_wait_All_Ages,89.4736842105263000000
26a,2019-20,R1,North East,RVW,North Tees and Hartlepool NHS Foundation Trust,University Hospital of North Tees,Number,Sev_Inv_dys_number_cases_All_Ages,0
26a,2019-20,R1,North East,RVW,North Tees and Hartlepool NHS Foundation Trust,University Hospital of North Tees,%,Sev_inv_dys_<2wks_wait_All_Ages,-2.0000000000000000000
26a,2019-20,R1,North East,RVW,North Tees and Hartlepool NHS Foundation Trust,University Hospital of North Tees,Number,Gland_neo_number_cases_All_Ages,1
26a,2019-20,R1,North East,RVW,North Tees and Hartlepool NHS Foundation Trust,University Hospital of North Tees,%,Gland_neo_<2wks_wait_All_Ages,100.0000000000000000000
26a,2019-20,R1,North East,RVW,North Tees and Hartlepool NHS Foundation Trust,University Hospital of North Tees,Number,Appointments_Colposcopy_All_Ages,322
26a,2019-20,R1,North East,RVW,North Tees and Hartlepool NHS Foundation Trust,University Hospital of North Tees,%,Attended_Colposcopy_All_Ages,90.6832298136646000000
26a,2019-20,R1,North East,RVW,North Tees and Hartlepool NHS Foundation Trust,University Hospital of North Tees,%,DNA_Colposcopy_All_Ages,0.9316770186335400000
26a,2019-20,R1,North East,RXP,County Durham and Darlington NHS Foundation Trust,Bishop Auckland General Hospital,Number,Total_referrals_All_Ages,584
26a,2019-20,R1,North East,RXP,County Durham and Darlington NHS Foundation Trust,Bishop Auckland General Hospital,%,Clinical_Indication_All_Ages,29.6232876712329000000
26a,2019-20,R1,North East,RXP,County Durham and Darlington NHS Foundation Trust,Bishop Auckland General Hospital,Number,Mod_sev_dys_number_cases_All_Ages,97
26a,2019-20,R1,North East,RXP,County Durham and Darlington NHS Foundation Trust,Bishop Auckland General Hospital,%,Mod_sev_dys_<4wks_wait_All_Ages,100.0000000000000000000
26a,2019-20,R1,North East,RXP,County Durham and Darlington NHS Foundation Trust,Bishop Auckland General Hospital,Number,Sev_Inv_dys_number_cases_All_Ages,2
26a,2019-20,R1,North East,RXP,County Durham and Darlington NHS Foundation Trust,Bishop Auckland General Hospital,%,Sev_inv_dys_<2wks_wait_All_Ages,100.0000000000000000000
26a,2019-20,R1,North East,RXP,County Durham and Darlington NHS Foundation Trust,Bishop Auckland General Hospital,Number,Gland_neo_number_cases_All_Ages,4
26a,2019-20,R1,North East,RXP,County Durham and Darlington NHS Foundation Trust,Bishop Auckland General Hospital,%,Gland_neo_<2wks_wait_All_Ages,100.0000000000000000000
26a,2019-20,R1,North East,RXP,County Durham and Darlington NHS Foundation Trust,Bishop Auckland General Hospital,Number,Appointments_Colposcopy_All_Ages,1172
26a,2019-20,R1,North East,RXP,County Durham and Darlington NHS Foundation Trust,Bishop Auckland General Hospital,%,Attended_Colposcopy_All_Ages,71.4163822525597000000
26a,2019-20,R1,North East,RXP,County Durham and Darlington NHS Foundation Trust,Bishop Auckland General Hospital,%,DNA_Colposcopy_All_Ages,9.8976109215017100000
26a,2019-20,R1,North East,RXP,County Durham and Darlington NHS Foundation Trust,Chester-Le-Street Community Hospital,Number,Total_referrals_All_Ages,346
26a,2019-20,R1,North East,RXP,County Durham and Darlington NHS Foundation Trust,Chester-Le-Street Community Hospital,%,Clinical_Indication_All_Ages,14.4508670520231000000
26a,2019-20,R1,North East,RXP,County Durham and Darlington NHS Foundation Trust,Chester-Le-Street Community Hospital,Number,Mod_sev_dys_number_cases_All_Ages,54
26a,2019-20,R1,North East,RXP,County Durham and Darlington NHS Foundation Trust,Chester-Le-Street Community Hospital,%,Mod_sev_dys_<4wks_wait_All_Ages,100.0000000000000000000
26a,2019-20,R1,North East,RXP,County Durham and Darlington NHS Foundation Trust,Chester-Le-Street Community Hospital,Number,Sev_Inv_dys_number_cases_All_Ages,0
26a,2019-20,R1,North East,RXP,County Durham and Darlington NHS Foundation Trust,Chester-Le-Street Community Hospital,%,Sev_inv_dys_<2wks_wait_All_Ages,-2.0000000000000000000
26a,2019-20,R1,North East,RXP,County Durham and Darlington NHS Foundation Trust,Chester-Le-Street Community Hospital,Number,Gland_neo_number_cases_All_Ages,5
26a,2019-20,R1,North East,RXP,County Durham and Darlington NHS Foundation Trust,Chester-Le-Street Community Hospital,%,Gland_neo_<2wks_wait_All_Ages,100.0000000000000000000
26a,2019-20,R1,North East,RXP,County Durham and Darlington NHS Foundation Trust,Chester-Le-Street Community Hospital,Number,Appointments_Colposcopy_All_Ages,744
26a,2019-20,R1,North East,RXP,County Durham and Darlington NHS Foundation Trust,Chester-Le-Street Community Hospital,%,Attended_Colposcopy_All_Ages,74.0591397849462000000
26a,2019-20,R1,North East,RXP,County Durham and Darlington NHS Foundation Trust,Chester-Le-Street Community Hospital,%,DNA_Colposcopy_All_Ages,7.5268817204301100000
26a,2019-20,R1,North East,RXP,County Durham and Darlington NHS Foundation Trust,Darlington Memorial Hospital,Number,Total_referrals_All_Ages,487
26a,2019-20,R1,North East,RXP,County Durham and Darlington NHS Foundation Trust,Darlington Memorial Hospital,%,Clinical_Indication_All_Ages,27.7207392197125000000
26a,2019-20,R1,North East,RXP,County Durham and Darlington NHS Foundation Trust,Darlington Memorial Hospital,Number,Mod_sev_dys_number_cases_All_Ages,87
26a,2019-20,R1,North East,RXP,County Durham and Darlington NHS Foundation Trust,Darlington Memorial Hospital,%,Mod_sev_dys_<4wks_wait_All_Ages,100.0000000000000000000
26a,2019-20,R1,North East,RXP,County Durham and Darlington NHS Foundation Trust,Darlington Memorial Hospital,Number,Sev_Inv_dys_number_cases_All_Ages,4
26a,2019-20,R1,North East,RXP,County Durham and Darlington NHS Foundation Trust,Darlington Memorial Hospital,%,Sev_inv_dys_<2wks_wait_All_Ages,100.0000000000000000000
26a,2019-20,R1,North East,RXP,County Durham and Darlington NHS Foundation Trust,Darlington Memorial Hospital,Number,Gland_neo_number_cases_All_Ages,3
26a,2019-20,R1,North East,RXP,County Durham and Darlington NHS Foundation Trust,Darlington Memorial Hospital,%,Gland_neo_<2wks_wait_All_Ages,100.0000000000000000000
26a,2019-20,R1,North East,RXP,County Durham and Darlington NHS Foundation Trust,Darlington Memorial Hospital,Number,Appointments_Colposcopy_All_Ages,883
26a,2019-20,R1,North East,RXP,County Durham and Darlington NHS Foundation Trust,Darlington Memorial Hospital,%,Attended_Colposcopy_All_Ages,75.8776896942242000000
26a,2019-20,R1,North East,RXP,County Durham and Darlington NHS Foundation Trust,Darlington Memorial Hospital,%,DNA_Colposcopy_All_Ages,8.2672706681766700000
